Id,TipoDeClaseMS,ZonificaciónMS,FrenteLote,ÁreaLote,Calle,Callejón,FormaLote,ContornoTerreno,Servicios,ConfiguraciónLote,PendienteTerreno,Vecindario,Condición1,Condición2,TipoEdificio,EstiloCasa,CalidadGeneral,CondiciónGeneral,AñoConstrucción,AñoRenovación,EstiloTecho,MaterialTecho,Exterior1,Exterior2,TipoRevestimientoMampostería,ÁreaRevestimientoMampostería,CalidadExterior,CondiciónExterior,Cimentación,CalidadSótano,CondiciónSótano,ExposiciónSótano,TipoAcabadoSótano1,MetrosAcabadosSótano1,TipoAcabadoSótano2,MetrosAcabadosSótano2,MetrosNoAcabadosSótano,MetrosTotalesSótano,Calefacción,CalidadCalefacción,AireAcondicionadoCentral,Eléctrico,Metros1raPlanta,Metros2daPlanta,MetrosBajaCalidad,MetrosHabitables,BañosCompletosSótano,MediosBañosSótano,BañosCompletos,MediosBaños,DormitoriosSobreSuelo,CocinasSobreSuelo,CalidadCocina,TotalHabitacionesSobreSuelo,Funcionalidad,Chimeneas,CalidadChimenea,TipoGaraje,AñoConstrucciónGaraje,AcabadoGaraje,CochesGaraje,ÁreaGaraje,CalidadGaraje,CondiciónGaraje,EntradaPavimentada,MetrosDeckMadera,MetrosPorcheAbierto,MetrosPorcheCerrado,MetrosPorche3Estaciones,MetrosPorcheMalla,ÁreaPiscina,CalidadPiscina,Cerca,CaracterísticaExtra,ValorExtra,MesVenta,AñoVenta,TipoVenta,CondiciónVenta,PrecioVenta
838,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,30.657989999999998,Unf,0.0,14.214159,44.872149,GasA,TA,Y,SBrkr,44.872149,46.823112,0.0,91.695261,1,0,1,1,2,1,TA,5,Typ,0,,Detchd,1973.0,Unf,1,264,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,11,2008,WD,Normal,100000
839,20,RL,75.0,9525,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,102.100397,102.100397,GasA,Ex,Y,SBrkr,102.100397,0.0,0.0,102.100397,0,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1999.0,Unf,1,352,TA,TA,Y,25.827034,0.0,0.0,0.0,0.0,0,,,,0,6,2008,WD,Normal,144000
840,50,RL,70.0,11767,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,32.701856,Unf,0.0,38.647648,71.349504,GasA,Ex,Y,SBrkr,71.349504,40.134096,0.0,111.4836,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1946.0,Unf,1,240,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,5,2008,WD,Normal,130500
841,70,RH,,12155,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,14.492868,Unf,0.0,47.937948,62.430816,GasA,TA,N,SBrkr,75.25143,62.430816,0.0,137.682246,0,0,2,0,4,1,Fa,7,Typ,0,,Detchd,1934.0,Unf,1,400,TA,TA,P,0.0,0.0,23.597362,0.0,0.0,0,,,,0,3,2008,WD,Normal,140000
842,70,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,60.38695,60.38695,GasA,Gd,Y,SBrkr,89.001074,53.976643,0.0,142.977717,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,1983.0,Unf,2,686,Gd,TA,P,6.50321,7.246434,6.317404,0.0,0.0,0,,,,0,6,2008,WD,Normal,157500
843,80,RL,82.0,9020,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,28.985736,ALQ,50.074717,25.641227999999998,104.701681,GasA,TA,Y,SBrkr,108.231995,0.0,0.0,108.231995,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1966.0,RFn,2,490,Gd,Gd,Y,0.0,11.984487,0.0,0.0,0.0,0,,GdPrv,,0,5,2008,WD,Normal,174900
844,90,RL,80.0,8000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,167.2254,167.2254,GasA,Ex,N,SBrkr,167.2254,0.0,0.0,167.2254,0,0,2,0,6,2,TA,10,Typ,0,,,,,0,0,,,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,7,2007,WD,Normal,141000
845,50,RM,100.0,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,81.383028,81.383028,GasA,Gd,Y,SBrkr,81.383028,50.16762,0.0,131.550648,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3,720,TA,TA,Y,38.833454,0.0,18.023182,0.0,0.0,0,,,,0,6,2008,WD,Normal,153900
846,85,RL,,16647,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,129.13517,Unf,0.0,0.0,129.13517,GasA,TA,Y,SBrkr,158.028003,0.0,0.0,158.028003,1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,1975.0,Fin,2,611,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,1,2007,WD,Normal,171000
847,60,RL,75.0,9317,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,47.659239,Unf,0.0,21.088981,68.74822,GasA,Ex,Y,SBrkr,93.460418,71.442407,0.0,164.902825,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1993.0,Unf,2,425,TA,TA,Y,21.739302,6.689016,17.837376,0.0,0.0,0,,,,0,7,2009,WD,Normal,213000
848,20,RL,36.0,15523,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,42.73538,Unf,0.0,37.532812,80.268192,GasA,Ex,Y,SBrkr,80.268192,0.0,0.0,80.268192,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1,338,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,8,2009,WD,Normal,133500
849,50,RL,75.0,45600,Pave,,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,84.263021,84.263021,GasA,TA,Y,SBrkr,121.424221,97.641053,0.0,219.065274,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2,360,Fa,TA,Y,45.150858,3.71612,0.0,0.0,16.258025,0,,,,0,9,2008,WD,Normal,240000
850,80,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,49.052784,49.052784,GasA,Ex,Y,SBrkr,101.635882,70.699183,0.0,172.335065,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1976.0,RFn,2,512,TA,TA,Y,10.498039,9.2903,0.0,0.0,0.0,0,,,,0,8,2007,WD,Normal,187000
851,120,RM,36.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,61.223076999999996,Unf,0.0,17.558667,78.781744,GasA,Ex,Y,SBrkr,78.781744,0.0,0.0,78.781744,1,0,1,0,1,1,Gd,3,Typ,0,,Attchd,2003.0,Fin,2,420,TA,TA,Y,13.00642,0.0,0.0,0.0,0.0,0,,,,0,11,2007,WD,Normal,131500
852,120,RL,,3196,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,118.265519,118.265519,GasA,Ex,Y,SBrkr,135.266768,0.0,0.0,135.266768,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,400,TA,TA,Y,13.285129,1.85806,0.0,0.0,0.0,0,,,,0,5,2006,WD,Normal,215000
853,75,RL,53.0,7128,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,No,Rec,33.816692,Unf,0.0,51.468262,85.284954,GasA,Gd,Y,SBrkr,85.284954,67.633384,0.0,152.918338,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1,240,TA,TA,Y,0.0,0.0,0.0,0.0,11.705778,0,,MnPrv,,0,8,2007,WD,Normal,164000
854,80,RL,,12095,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,52.397292,Unf,0.0,52.304389,104.701681,GasA,TA,Y,SBrkr,134.244835,0.0,0.0,134.244835,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2,645,TA,TA,Y,16.72254,0.0,0.0,0.0,0.0,0,,MnPrv,,0,8,2009,WD,Normal,158000
855,20,RL,102.0,17920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,28.428318,Rec,100.799755,34.559916,163.787989,GasA,TA,Y,SBrkr,165.274437,0.0,0.0,165.274437,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2,454,TA,TA,Y,0.0,38.833454,0.0,0.0,28.985736,0,,,,0,7,2006,WD,Abnorml,170000
856,20,RL,,6897,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,61.223076999999996,Unf,0.0,35.396043,96.61912,GasA,Ex,Y,SBrkr,96.61912,0.0,0.0,96.61912,1,0,1,1,3,1,TA,6,Typ,0,,Detchd,1962.0,Unf,1,260,TA,TA,Y,0.0,9.661912,0.0,0.0,0.0,0,,,,0,4,2010,WD,Normal,127000
857,80,RL,,10970,Pave,,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,46.916015,LwQ,40.412805,0.0,87.32882,GasA,TA,Y,SBrkr,95.318478,0.0,0.0,95.318478,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1981.0,Unf,2,576,TA,Fa,Y,0.0,0.0,3.158702,0.0,0.0,0,,MnPrv,,0,10,2008,WD,Normal,147000
858,60,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,65.217906,65.217906,GasA,Gd,Y,SBrkr,65.217906,72.371437,0.0,137.58934299999999,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2,343,TA,TA,Y,0.0,3.344508,0.0,0.0,0.0,0,,,,0,3,2009,WD,Normal,174000
859,20,RL,80.0,10400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,101.26427,101.26427,GasA,TA,Y,SBrkr,127.27711,0.0,0.0,127.27711,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2,479,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,MnPrv,,0,6,2009,WD,Family,152000
860,60,RL,,11029,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,57.506957,Unf,0.0,40.412805,97.919762,GasA,TA,Y,SBrkr,140.469336,106.095226,0.0,246.564562,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2,619,TA,TA,Y,0.0,6.038695,0.0,0.0,20.624465999999998,0,,,,0,8,2006,WD,Normal,250000
861,50,RL,55.0,7642,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,84.727536,84.727536,GasA,Gd,Y,SBrkr,84.727536,47.752142,0.0,132.479678,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,216,TA,TA,Y,0.0,22.29672,0.0,0.0,0.0,0,,GdPrv,,0,6,2007,WD,Normal,189950
862,190,RL,75.0,11625,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,78.131423,Unf,0.0,18.394794,96.526217,GasA,Ex,Y,SBrkr,96.526217,0.0,0.0,96.526217,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1965.0,Unf,2,504,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,4,2010,WD,Normal,131500
863,20,RL,81.0,9672,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,31.401214,Unf,0.0,65.217906,96.61912,GasA,TA,Y,SBrkr,101.914591,0.0,0.0,101.914591,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1986.0,Unf,2,480,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,GdPrv,,0,5,2010,WD,Normal,152000
864,20,RL,70.0,7931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,106.652644,Unf,0.0,0.0,106.652644,GasA,TA,Y,SBrkr,106.652644,0.0,0.0,106.652644,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,Unf,1,672,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,GdPrv,,0,7,2009,WD,Normal,132500
865,20,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,127.46291599999999,127.46291599999999,GasA,Ex,Y,SBrkr,127.46291599999999,0.0,0.0,127.46291599999999,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2008.0,Fin,2,529,TA,TA,Y,0.0,13.00642,0.0,0.0,0.0,0,,,,0,5,2008,New,Partial,250580
866,20,RL,,8750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,76.923684,Unf,0.0,16.165122,93.088806,GasA,TA,Y,SBrkr,93.088806,0.0,0.0,93.088806,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1973.0,Unf,2,902,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,MnPrv,,0,8,2009,WD,Normal,148500
867,20,RL,67.0,10656,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,152.175114,152.175114,GasA,Ex,Y,SBrkr,152.918338,0.0,0.0,152.918338,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,870,TA,TA,Y,17.837376,7.43224,0.0,0.0,0.0,0,,,,0,11,2007,New,Partial,248900
868,20,RL,85.0,6970,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,86.585596,Unf,0.0,10.033524,96.61912,GasA,TA,Y,SBrkr,104.05136,0.0,0.0,104.05136,1,0,1,1,3,1,Fa,5,Typ,0,,Attchd,1961.0,RFn,2,544,TA,TA,Y,15.607704,0.0,0.0,0.0,0.0,0,,,Shed,400,5,2007,WD,Normal,129000
869,60,RL,,14762,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,143.720941,66.89016,4.923859,215.53496,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2,672,TA,TA,P,11.14836,13.378032,0.0,0.0,0.0,0,,,,0,5,2006,WD,Normal,169000
870,60,RL,80.0,9938,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,69.67725,Unf,0.0,27.8709,97.54814999999999,GasA,Ex,Y,SBrkr,98.662986,82.404961,0.0,181.067947,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2,574,TA,TA,Y,14.492868,8.36127,0.0,0.0,0.0,0,,GdPrv,,0,6,2010,WD,Normal,236000
871,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,83.055282,83.055282,GasA,Gd,N,SBrkr,83.055282,0.0,0.0,83.055282,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1962.0,Unf,1,308,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,8,2009,WD,Normal,109500
872,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,46.916015,Unf,0.0,27.777997,74.694012,GasA,Ex,Y,SBrkr,74.694012,81.568834,0.0,156.262846,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1998.0,RFn,2,523,TA,TA,Y,0.0,7.153531,0.0,0.0,0.0,0,,,,0,6,2010,WD,Normal,200500
873,20,RL,74.0,8892,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,,0.0,Gd,TA,Stone,TA,TA,Av,Unf,0.0,Unf,0.0,9.754815,9.754815,GasA,Gd,Y,SBrkr,84.54173,0.0,0.0,84.54173,0,0,1,0,3,1,Gd,5,Typ,0,,Attchd,1953.0,Unf,2,414,TA,TA,Y,18.208988,0.0,13.93545,0.0,0.0,0,,GdWo,,0,10,2008,WD,Normal,116000
874,40,RL,60.0,12144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,TA,TA,No,Rec,34.838625,Unf,0.0,42.456671,77.295296,GasA,Gd,Y,SBrkr,96.247508,0.0,21.553496,117.801004,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1,288,TA,TA,Y,0.0,2.601284,0.0,0.0,0.0,0,,,Othr,0,9,2009,WD,Normal,133000
875,50,RM,52.0,5720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,62.802428,62.802428,GasA,Ex,Y,SBrkr,62.802428,42.270865,0.0,105.07329299999999,0,0,1,1,3,1,TA,5,Typ,0,,Detchd,1941.0,Unf,1,200,TA,TA,Y,2.415478,0.0,0.0,0.0,0.0,0,,,,0,8,2009,WD,Abnorml,66500
876,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,5.945792,Unf,0.0,104.05136,109.997152,GasA,Ex,Y,SBrkr,109.997152,132.479678,0.0,242.47683,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2,550,TA,TA,Y,19.323824,33.816692,0.0,0.0,0.0,0,,,,0,8,2007,New,Partial,303477
877,20,RL,94.0,25286,Pave,,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,58.807598999999996,Unf,0.0,40.041193,98.848792,GasA,Gd,Y,SBrkr,96.61912,0.0,0.0,96.61912,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1963.0,Unf,2,648,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,1,2007,WD,Normal,132250
878,60,RL,74.0,8834,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,108.69651,Unf,0.0,27.127676,135.824186,GasA,Ex,Y,SBrkr,135.824186,70.792086,0.0,206.616272,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3,738,TA,TA,Y,17.094152,0.0,0.0,0.0,0.0,0,,,,0,6,2009,WD,Normal,350000
879,85,RL,88.0,11782,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,83.519797,Unf,0.0,19.50963,103.029427,GasA,TA,Y,SBrkr,107.302965,0.0,0.0,107.302965,1,0,1,0,3,1,Gd,6,Min2,0,,Detchd,1987.0,Unf,2,576,TA,TA,Y,17.837376,0.0,0.0,0.0,0.0,0,,MnPrv,Shed,400,6,2010,WD,Normal,148000
880,20,RL,,7000,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,60.015338,Unf,0.0,20.252854,80.268192,GasA,Ex,Y,SBrkr,80.268192,0.0,0.0,80.268192,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1978.0,Unf,1,336,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,GdWo,,0,7,2009,WD,Normal,136500
881,20,RL,60.0,7024,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,91.04494,Unf,0.0,10.21933,101.26427,GasA,Gd,Y,SBrkr,101.26427,0.0,0.0,101.26427,1,0,1,1,2,1,TA,5,Typ,0,,Attchd,2005.0,Fin,2,450,TA,TA,Y,0.0,4.552247,0.0,0.0,0.0,0,,,,0,6,2007,WD,Normal,157000
882,50,RL,44.0,13758,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,83.798506,Unf,0.0,23.597362,107.395868,GasA,Ex,Y,SBrkr,110.275861,49.23859,0.0,159.514451,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2,400,TA,TA,Y,15.607704,3.344508,0.0,0.0,0.0,0,,,,0,4,2007,WD,Normal,187500
883,60,RL,,9636,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,75.065624,75.065624,GasA,Gd,Y,SBrkr,75.065624,72.928855,0.0,147.994479,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2,389,TA,TA,Y,31.772826,3.71612,0.0,0.0,0.0,0,,MnPrv,,0,12,2009,WD,Normal,178000
